SEQ,LABEL,SENSOR1,SENSOR2,SENSOR3,SENSOR4,SENSOR5,SENSOR6,SENSOR7,SENSOR8,SENSOR9,SENSOR10,SENSOR11,SENSOR12,SENSOR13,SENSOR14,SENSOR15,SENSOR16,SENSOR17,SENSOR18,SENSOR19,SENSOR20,SENSOR21,SENSOR22,SENSOR23,SENSOR24
5278,0,1.3389994,1.636419588,1.363088541,2.001633134,2.097142068,1.837746105,1.783229771,2.69670906,3.024725465,2.859153692,2.481599353,2.268337383,2.264791779,2.984747502,5.078889764,5.234245602,0.318725251,0.44438162,0.672801067,0.727467534,1.468110403,1.657310789,1.61254344,1.491611297
5279,0,1.141357838,1.512944813,1.36398163,1.774965038,1.731886426,1.807690113,2.139290065,2.250736569,2.594090137,2.880730393,2.334028121,2.099610098,2.461562237,2.603306116,5.096032972,5.099982386,3.798276791,0.460888068,0.527858643,0.728372242,1.421788139,1.674163915,1.409760278,1.306559022
5280,0,1.302928365,1.442609629,1.374796415,1.927377848,2.106303368,1.542234736,1.755987651,1.638088789,2.639922337,2.487475995,2.585761107,2.196176499,2.153613161,2.714442938,4.828366474,5.138389975,3.698234784,0.701783238,0.72858917,0.584785082,1.499565609,1.512499484,1.244387138,1.222818064
5281,0,1.544705041,1.459951862,1.963121632,2.159465563,2.047990597,1.548638963,1.836405245,2.180076634,2.729584173,2.882049889,2.486820228,1.976420403,2.29523417,2.568299203,5.233455441,4.892114156,3.981276737,0.509354902,0.964148487,0.540204597,1.539633194,1.638505192,1.439404336,1.506457122
5282,0,1.622399809,1.538821937,1.422222435,2.21217412,1.781303228,2.142150452,2.018016583,1.789728235,2.621478118,2.609090567,2.62854667,2.605694352,2.255992643,2.778014053,5.134120512,5.455446666,3.712498108,0.660835391,0.55959305,0.709158443,1.254730467,1.322510909,1.091758592,1.682060114
5283,0,1.463599628,1.642183854,1.589556041,1.533941354,1.657140329,2.184982951,1.999813709,2.021118659,2.7648792,2.35471203,2.206351359,2.327259758,1.997460801,2.561631174,5.092426749,5.13323352,5.243004125,0.130835251,0.657599197,0.961804998,1.1623291,1.637361925,1.61112966,1.644038657
5284,0,1.19453892,1.413447281,1.683123537,1.577967371,1.61156518,1.928456305,1.472442043,2.748983095,2.331453321,2.404581168,2.111529159,2.044538941,1.973410238,2.796221311,5.10810879,5.249702049,5.02596129,5.066649268,0.429260104,0.446321119,1.410432577,1.571284621,1.333073393,1.428756335
5285,0,1.434163361,1.424151635,1.849080799,2.052069782,1.674143333,1.751091713,2.17050702,2.769184425,2.735149296,2.377195916,2.052966717,1.994526111,2.199629868,2.985330858,5.013856526,4.554199758,5.042715142,4.647889504,0.496564694,0.387816502,1.567811756,1.578645048,1.531824491,1.583480398
5286,0,1.827931828,1.535697777,1.522329485,1.895616065,1.835298526,1.723857492,1.768453857,2.812963522,2.449518118,2.492507786,2.150584748,2.657505607,2.340077058,2.831889946,5.486370742,5.063843054,4.987943374,4.494220458,0.393888126,0.864016618,1.493590366,1.804062953,1.707949296,1.731186021
5287,0,1.5315702,1.487046607,1.365822162,2.057018976,2.006527904,1.860148202,2.049139867,2.473726309,2.830104228,2.40892909,2.34916225,2.061282486,2.041839215,2.356393104,4.983531912,1.346250304,5.119873431,5.177690319,0.680729301,0.657520382,0.834252034,1.746784912,1.440462785,1.734654111
5288,0,1.670688438,1.639197954,2.045947375,2.301345638,1.598464637,1.59455502,1.9566193,2.391431196,2.331407191,2.464064404,2.401618253,2.212117994,2.207653613,2.661591295,4.977768093,1.907546006,5.22128545,4.96952942,0.756795619,0.480540225,1.082502459,1.439276784,1.464806201,1.510281898
5289,0,1.621055712,1.669694214,1.573109698,1.842113754,2.042709732,1.860880292,1.699899147,2.0625198,2.570716645,2.369908397,2.333182677,1.715782917,2.236839176,2.528729304,5.215791142,1.873618072,5.07040814,5.143825923,5.040739552,0.700807176,0.62190006,1.576626782,2.091048513,1.404086773
5290,0,1.399246295,1.818571105,1.879610068,2.118514489,1.73908973,1.878114624,1.731453423,1.990727456,23.48437,2.281369819,1.837261971,2.417477287,2.168415012,2.511609913,4.872317862,1.97835653,4.823282982,4.908468783,0.922820416,0.402389451,0.807931183,1.522431274,1.462408237,1.470634525
5291,0,1.924241219,1.5863351,1.472839565,1.917689924,1.843428243,1.990926837,1.845470602,2.267615115,2.800770828,2.630860069,2.331525201,2.154129955,1.935330652,2.549495923,4.961827833,1.665082832,4.958434458,5.102812014,4.8632727,0.404369068,1.330670736,1.351402152,1.431440707,1.607982801
5292,0,1.686389104,1.603444722,1.463544469,2.061422735,2.105630276,1.814851352,2.118005914,1.743132933,2.190893718,2.432101768,1.995649822,1.85049381,2.283741151,2.688835486,5.018046279,1.461339854,4.861730197,5.032447806,4.719553658,0.690121129,1.174159799,1.264342572,1.457564942,1.630231519
5293,0,1.534104853,1.551610987,1.549500207,1.553239559,1.506282394,1.87241259,2.112758027,1.848562931,2.513237641,2.283835171,1.803225441,2.198932569,1.876243565,2.282501359,5.264310552,1.878491393,4.857861557,1.668766017,5.021762554,1.054895975,0.770340054,1.848840938,1.813581626,1.669848629
5294,0,1.640624789,1.884086322,2.021626377,1.861577483,1.780339874,1.888366319,1.863418798,1.944116371,2.264470116,2.415942207,2.063140089,1.861616617,2.260792615,2.619902656,5.05503066,1.680035965,5.128405441,1.254996852,4.832147541,0.650617394,0.529294171,1.954009143,1.706019908,1.824560019
5295,3,2.024140941,2.569556083,1.922658603,2.055244748,2.045327639,1.927976658,2.010980981,2.170600425,2.493992478,1.958468276,2.108687505,1.833531711,1.907448684,1.896828629,1.94963574,1.409271381,1.542724846,1.505692116,5.008815224,2.217637418,0.523545531,1.764202361,1.484265935,2.12514033
5296,3,1.929187851,1.841094688,2.006859153,1.723414177,2.020483384,2.083010814,2.108960405,2.01133248,2.145504148,2.452677252,1.999490053,1.641012249,1.827925834,2.305399523,2.067377203,1.534001171,1.371719577,1.603841611,5.018446067,1.858710209,0.632355165,1.790670584,1.823990346,1.6808849
5297,3,2.137444987,2.774905337,1.699353731,2.190343868,1.770789072,1.959992232,1.929040957,2.081552717,1.815794368,2.125461244,1.938725653,1.916135924,1.579501002,1.962275545,1.965616701,2.203573676,1.497966646,1.627224331,1.296145436,1.934966924,0.427341426,1.93216848,1.914206552,2.103556018
5298,3,21.91485101,2.924141561,2.002184873,2.338024292,1.687784035,1.998955414,2.098066728,2.319376057,2.003264267,2.101031764,1.507560715,1.656142686,1.981729027,1.845276808,1.895635698,1.635379476,1.800409811,1.166040584,1.66514204,5.112241017,0.69126134,2.109029538,1.87196142,1.953690338
5299,3,2.061211397,2.903996552,1.925593382,1.831262532,1.650145437,2.237490355,1.601344361,1.829813526,2.000748685,2.245766381,1.539859203,1.85996391,1.568889186,1.759739743,1.9251812,1.645848485,1.182976378,1.294125798,1.048405814,1.941603807,0.657251067,1.525733695,1.641335729,2.039339337
5300,3,1.88621645,2.709723826,2.864402013,1.99652168,1.789290344,1.834359179,1.833565088,2.482766787,2.604738334,2.112372551,1.514770596,1.528578771,1.75631423,1.711755885,2.071368736,1.941474334,1.136877431,1.207590836,1.192175005,1.451736677,0.970886889,2.174724399,1.805845972,1.821029037
5301,3,1.975366407,3.110045794,2.99367284,1.825451698,1.554214724,1.759832597,2.012060638,2.062849069,1.995359262,1.89635948,1.726929611,1.608320969,1.890069654,1.655741325,1.381671219,1.417929537,1.601869027,1.274630352,1.545655991,1.262516179,1.093607244,1.779244171,1.96086655,1.799931253
5302,3,1.644526633,1.835803851,2.738504321,2.226990099,1.999236767,1.718811375,1.710928456,2.267269756,1.66789648,1.78519796,1.749095257,1.92831006,1.889229623,2.007112119,1.508082856,1.908541451,1.482629819,1.473601948,1.387086364,4.778805788,0.90461026,1.924836892,1.77143726,1.895909925
5303,3,1.88666545,2.837126742,2.96744982,2.146016273,1.928423149,1.850096226,2.107427161,2.179655734,2.228440673,1.973018197,1.914414857,1.791816502,1.624171611,1.765612314,2.24579083,1.352949784,1.601327937,1.578998259,1.445584467,1.939498726,0.822754235,1.819952396,1.959663894,2.091577662
5304,3,1.926842069,3.046694488,3.113629435,1.85505762,2.181254186,1.473959958,2.069597062,2.539206808,1.910126293,1.755385258,1.633802625,1.607578302,1.79860326,1.564311134,2.284431045,1.700444231,1.398910663,1.306142896,1.766442415,2.159656881,0.38820393,1.701499034,1.952103847,1.742258902
5305,3,2.131093142,3.074322593,2.767939216,1.844168309,1.607954148,2.258999034,5.291884907,2.001130947,2.116362331,1.721493249,1.469423714,2.084861008,1.668109424,2.023718523,2.492613458,1.939371451,1.20618041,1.847062146,1.251037576,4.984620312,0.696970084,1.912584636,2.109922748,2.269280875
5306,3,2.047411156,2.742804476,2.86251747,1.956560609,2.440184997,1.849919262,1.594067179,1.29028279,2.24577893,1.836523442,1.348512482,1.764286382,1.97939138,1.939187858,2.130710601,1.539696975,1.336058561,1.586241215,1.576388243,5.159795301,0.534402729,2.100224461,2.070014364,1.956005927
5307,3,1.901364386,3.243960197,2.798085557,2.196386452,2.046466192,1.881613388,2.0117354,2.167920207,2.121710416,1.630421994,1.086613186,1.664398151,1.775715096,2.354910835,2.247215779,1.535220244,1.334240894,1.296215888,2.790007363,5.054548821,0.602686119,2.229253692,1.708063123,1.86578855
5308,3,1.784632226,2.013124534,3.075699745,1.672887363,1.841182985,2.363484437,2.076050983,1.715196485,1.713740087,1.510979957,1.548913691,1.661610184,1.551961084,2.241853861,2.230454146,1.890682477,1.484316298,1.554465204,2.708394214,4.716527141,0.609364653,2.054765974,1.980594086,2.149280994
5309,3,1.713989517,2.110524694,3.316376042,2.005017394,2.168627625,1.907249693,2.519313291,1.898209757,2.149019957,1.953595088,1.538203285,1.591173991,1.254497607,2.047165597,5.084600394,1.425055784,1.179834362,1.46579535,3.005647853,4.804310092,0.71710481,1.932286782,2.063732802,2.198911368
5310,3,2.139604877,1.968540898,1.955813859,1.844881628,1.973207295,2.144668735,2.04372246,1.732336023,1.809292543,1.873019061,1.596413514,1.523830372,1.427438749,2.076935783,5.236838173,1.387580497,0.96730486,1.585019076,2.689627517,4.702816729,0.919690491,2.29387265,2.071710892,1.996827605
5311,3,2.1676461,1.947297736,2.273386827,1.919565703,1.941879356,1.950785596,2.402487453,1.639094207,1.486992575,1.040155207,1.42278027,1.609415164,2.352290404,2.295956807,5.037533728,1.723943844,1.483170927,1.665770008,2.673053652,4.719248467,1.263587743,1.985452408,2.193045709,2.168408922
5312,3,2.120336651,3.350411449,2.102360008,2.017059819,1.870240355,2.087537559,2.307273522,1.648183063,1.782536955,1.766181867,1.559033661,1.282657357,1.945782972,1.950677046,5.127037474,1.171335903,1.470334145,1.656666585,1.507617379,5.309760526,0.698187563,1.933404249,1.740763061,1.992446758
5313,3,1.974062867,2.212886493,2.231917317,2.122143352,2.384520359,1.869545574,1.819131718,1.25143857,1.805886105,1.342477646,1.871461898,1.693857984,1.49930676,2.29882278,1.96746602,1.575862978,1.156529849,1.445922356,1.490708874,4.87503099,0.972884417,1.990489138,1.931703892,2.385674848
5314,3,2.094114298,2.043911099,2.145848488,1.872646928,2.058419639,1.933967606,2.021824629,1.56857278,1.899600038,1.469355157,1.804191162,1.457260632,1.431140778,2.062034739,2.061544178,1.685953598,1.373176023,1.167105012,1.430635398,5.057242815,1.15233801,2.241139486,2.185310427,2.390085491
5315,3,2.092540672,2.388067924,1.712134198,2.088840049,2.033331481,1.942556791,2.287762194,1.775865826,2.152653388,1.917524864,1.278432724,1.399670442,1.317003913,1.512901534,1.518683636,1.451383823,1.398372793,1.114695665,1.604596441,2.19534045,1.397557998,2.361451172,1.888707698,2.514943841
5316,3,2.143261453,3.212473717,1.7439164,1.904352191,2.174273405,1.755999946,1.9337399,1.38874806,1.40533106,1.411285532,1.734615448,1.991090321,1.926089588,2.033383271,1.628405284,0.942952347,1.559769392,1.514073275,1.465436203,4.891299552,1.614456064,2.153017499,1.975865565,2.35801633
5317,3,2.154950496,3.169032753,2.066196501,2.109929307,4.914613823,2.561621243,1.912517606,1.758449756,1.26079657,1.737722417,1.411009722,1.595553378,1.581290204,2.288525727,1.335493132,1.564355678,1.676241888,2.601715291,5.363424678,5.011066455,1.112748045,2.189773716,2.541781221,2.302205692
5318,0,2.163088285,2.016836787,2.245821673,2.092315489,1.923585534,1.737876188,1.907499631,1.794550339,1.50848948,1.524159801,1.669580778,1.689879134,1.430323319,1.141466357,1.352057155,1.291826651,1.496023418,2.593200329,5.055035372,0.82030385,1.900198308,2.0888662,2.187143811,4.139609449
5319,0,21.79939304,2.173300568,1.55293704,2.017111663,1.903872668,2.317047052,2.103027019,1.357570422,1.439364492,1.566694996,1.431876487,1.086534441,1.666928232,1.383220917,1.334722128,1.583237424,1.450282311,2.195704744,5.072653055,1.069993838,2.001191027,1.947517704,2.200333069,4.602763911
5320,0,2.281175319,1.836062654,4.697990298,1.851445521,2.14651866,1.66231478,2.153572712,1.698975931,1.456598548,1.663483612,1.514944045,1.533860396,1.455128314,4.750611373,1.483482013,1.264577387,1.40948294,2.887085164,2.46786009,0.831605012,1.627216893,2.372026241,2.584968722,2.089020129
5321,0,2.2243842,5.170655766,2.113111212,1.8885035,2.158295565,1.990818789,2.050740649,1.731066391,1.512748084,1.623155796,1.431133943,1.593688584,1.434239601,5.107951804,1.459072785,1.672605369,1.658040531,1.498880448,2.458224553,0.621723322,2.405759306,2.446319745,2.095861303,3.060428702
5322,0,2.221236436,1.936957948,2.146865071,2.356839628,1.83160303,2.126051331,1.948151739,1.324290703,1.35793443,1.530317165,1.554689537,1.407247167,1.877533916,4.740428163,1.339674841,1.230790651,1.359460019,1.597906795,2.660821109,1.157115937,2.160082163,2.31938472,1.997821721,3.180126615
5323,3,2.254201628,1.882929473,1.714364731,2.327428838,2.134751218,2.097271037,2.203817748,1.822653333,1.19569782,1.611085912,1.667147767,1.295065692,2.330629656,1.558142094,1.321671926,1.098115862,1.547844664,1.323402438,2.292513671,0.827208797,2.037957057,2.248144045,2.406451497,2.362343765
5324,3,1.928875394,1.924330694,2.09527131,2.119263729,2.069339757,1.857089736,2.453224846,1.354668959,1.503557268,1.224291049,1.235788576,1.670773879,2.156832851,1.875350226,1.673331744,1.630061845,1.609355593,4.692467756,2.177146916,2.398048456,2.557780483,2.106693965,2.411336256,1.89594685
5325,3,2.10615294,1.902546805,2.105833527,2.12423263,1.942474321,2.275850281,1.907663176,1.255966671,1.351425832,1.568704898,1.631526811,1.893947736,1.13235938,1.460925243,1.508270911,1.365144802,1.394271768,5.297381216,2.237743656,2.316619232,2.006332321,2.241918695,2.005573581,2.994636231
5326,3,2.035959613,2.02682018,2.117411302,1.97458837,2.116048372,2.027048299,1.234823419,1.689442377,1.368819155,1.256938787,1.403328931,1.736385902,1.211422855,2.015217074,1.546015035,1.542026206,1.222638965,1.560446472,2.40084833,2.294114848,2.048760663,2.446399718,1.952819877,2.417207999
5327,3,2.243528165,2.190362676,2.05040793,2.232132114,2.060347402,2.330273853,1.486505217,1.308017887,1.806832404,1.326836204,1.609021561,1.956572911,2.00233103,1.617300181,1.442054146,1.388010129,5.002119431,5.266895016,2.424189605,1.549770852,2.420262034,2.520652403,2.267495676,3.283142176
5328,3,2.187351481,2.000432271,1.682841533,1.935512547,2.018807539,2.160625662,1.400490332,1.394772618,1.44871696,1.489168141,1.703519479,2.032632865,1.843433351,1.500263785,1.421162404,1.28023316,1.505320265,4.876325784,2.421275815,1.228951673,2.123856031,2.040365344,2.89046232,3.098654868
5329,3,2.200467126,4.791152955,1.800863188,2.257821223,2.457627664,1.598650865,2.065720093,1.547007436,1.515216524,1.176233175,1.774287532,1.836418419,2.125293681,1.324522523,1.340290634,1.632555516,1.356584745,25.20645608,2.309731174,1.592162432,2.01082076,2.123176387,2.33062361,2.331273897
5330,3,2.419738889,2.108625207,2.313240965,2.056326191,1.88259278,1.474000274,2.001230707,1.705322973,1.335666969,1.607153789,1.865262477,2.054276622,1.621009027,1.718900123,1.067551978,1.241681949,1.4227986,4.937465417,2.726758764,1.586211614,2.370919851,2.191160016,3.912463533,1.956545034
5331,3,2.303985118,2.054341806,2.067769745,2.119603566,2.173733784,1.434457684,1.222711072,1.626757224,1.406166657,1.455297472,1.692718108,1.891930089,1.810648096,1.616550528,1.170033167,1.674630791,4.982490481,5.134160714,2.187671124,1.896856534,2.611900357,2.550366831,3.323446986,3.014726345
5332,3,2.080022896,2.275741017,2.18212444,2.13638933,1.847063569,1.258828471,1.544364887,1.001317327,1.353536635,1.513615844,1.307636412,1.946876576,1.844764716,21.55537652,1.331985223,2.594127955,5.087256517,2.164304017,2.436290785,2.282281019,2.469487295,2.523772646,3.386099915,3.490641284
5333,3,1.838625251,2.268710639,2.50288124,2.223922209,1.875194226,1.82404202,1.091175396,1.337009933,1.36048523,1.257188541,1.589623088,1.931140909,1.362525553,1.457727632,4.874661523,4.980156025,4.726977957,2.619555828,2.449541209,2.488708358,2.438069094,2.097011594,2.295655259,5.065652815
5334,3,2.05238703,2.302176603,2.138302991,2.133881591,1.845670915,1.528474963,1.255518612,1.202365252,1.146132653,2.032888852,1.729666181,1.091604486,1.018655365,1.051632623,1.153165896,2.767436697,4.794841403,2.332205979,20.35054758,2.491979844,2.088302963,4.020458969,3.309157962,5.151200198
5335,3,2.188390889,1.916661718,2.2883726,2.003922196,1.77657688,1.334468333,1.543830277,1.644097953,5.068172184,1.670781228,1.585961651,2.114350984,1.005048096,1.351734606,1.313747525,1.101407227,5.034342042,2.443409805,2.167484564,2.394223758,2.30947219,4.097834677,3.660780756,2.038896267
5336,3,2.161944527,2.024958482,2.147406208,2.172545718,1.594653633,1.221056771,1.213633802,1.359902736,1.282929098,1.789718346,2.001251965,2.008493169,1.515129771,1.185455737,1.065203789,1.526046718,1.064507973,2.137936837,2.537605667,2.368279761,2.097917394,4.00933559,3.479853902,2.35132666
5337,3,2.459438113,2.386465304,2.147119829,2.049620828,1.52167025,1.213141334,1.436173802,1.21470593,1.16245558,1.45867458,1.880653996,1.859455751,1.474808426,1.587992942,1.293876973,1.9290474,1.253444299,2.334774871,2.060247681,2.334213022,2.597021758,3.887875093,3.437923785,2.475693549
5338,3,2.161898011,1.898283897,2.448709745,2.079154543,1.872397363,1.330701276,1.438747369,1.457272524,1.16207205,1.656535613,1.338080543,1.660259906,4.776115098,1.20065427,1.276280658,1.584685117,1.079949488,2.982652613,2.457872855,2.534810373,2.482609593,3.631234596,2.24677654,2.47722207
5339,3,2.2608752,2.608024762,1.986624819,2.499928998,1.964693872,1.298271065,1.526166217,1.588719926,0.881443949,1.780826597,1.328729908,3.478626382,1.499078357,1.603781994,1.121607677,1.478433832,0.886043304,5.160451692,2.486136827,2.196384579,2.274496989,3.661049471,2.433806364,2.48594295
5340,3,2.340239686,2.405474204,2.202582525,1.654602492,1.269894779,1.389327896,1.678678553,1.568139125,1.263045248,1.244294973,2.171009059,0.889097767,0.934447257,1.393053797,5.127148535,2.728840349,1.089640148,2.297471761,2.56030525,2.508433822,2.220838298,3.381529973,2.457724786,2.571446788
5341,3,2.016541956,2.281880359,2.032523806,2.008980218,1.767284699,1.640645915,1.041277842,1.156551506,0.941140594,1.4255135,1.786027692,1.148013466,1.132431892,0.879679629,4.947636685,2.29544296,1.499048927,2.768991885,2.621486659,2.53165515,2.280740273,3.104120138,3.119743551,2.422784083
5342,3,2.182525281,1.976740705,2.52656496,2.128245178,2.000658582,1.398635137,1.307456941,1.098513545,1.846922001,1.31051798,1.77077705,1.389672899,1.172803448,1.090753434,5.311781345,4.902910232,1.157100722,2.731723683,2.304786291,2.571417231,2.355553804,3.735853941,3.239510475,2.082771855
5343,3,2.172328895,2.079084529,2.398875102,2.123340365,1.447953418,1.429309832,0.738125851,1.524984222,1.455502697,1.8070825,1.8426044,1.04170572,20.16243606,4.786642193,4.791322465,4.968644809,1.046549472,2.488350192,2.435475531,2.361068241,2.33135758,2.223218046,2.014108037,2.300691976
5344,3,1.879948701,2.130736596,1.565383578,1.794019771,1.17472612,1.093244308,1.426061433,1.324277401,1.484967765,2.028145448,1.579926559,0.863281105,1.219975654,1.399540503,4.970948965,1.196305689,4.935202836,1.42997842,2.472101545,2.445360189,2.934062454,2.558069395,2.553560339,2.26436322
5345,3,1.988484454,2.307932691,2.088109334,1.703289249,1.537928614,0.808025717,1.699462045,1.369590235,1.480161032,1.92483886,1.394446538,1.074925618,0.88435533,4.97067408,4.973419195,1.3328623,5.298596976,1.565525355,2.717487907,2.33720235,4.25100003,2.709022976,2.267851977,2.24555666
5346,3,2.50336867,1.777582251,2.190758837,1.814719057,1.736948724,1.014377028,1.240236169,1.444586325,1.763297099,1.600812088,1.60672194,1.168389502,1.21118415,1.140719776,4.874669336,1.309700177,1.01259105,1.182275895,2.642073865,2.82360561,2.529468059,3.632943052,2.39677365,2.398128664
5347,3,2.025808006,2.506431962,2.050586088,1.144548904,1.106902915,1.029004976,1.162629924,1.504074895,1.57047681,1.717924131,1.7482238,1.143994949,1.157679232,1.182802346,2.299284759,1.055915333,1.411797483,0.62874002,2.572263394,2.420524303,4.330793963,3.700748643,4.777389351,2.199079355
5348,3,2.28886689,2.213184995,2.199636065,1.339295284,1.887109453,1.221680306,0.837054844,1.296559727,1.209046488,1.70221214,1.821484179,1.121229833,0.795473404,0.993870338,5.529060042,1.50493784,1.070174801,0.692340775,2.098383804,2.405285839,2.378157818,3.339890984,5.023523172,2.23904419
5349,3,2.693133529,2.667246982,2.580677141,1.210491229,1.605385608,0.844582407,1.039682728,1.157655389,1.448643337,1.313815506,3.237986402,1.179586363,0.790949982,0.66132401,1.308214669,1.580049899,1.084885161,0.872937064,2.398811988,2.619498765,2.092909431,3.315187334,4.944523457,2.183881735
5350,3,2.270335134,2.098437913,2.275632144,1.408617851,1.604780229,1.423700572,1.520786226,1.246291497,1.550755159,1.84303644,1.189132476,0.683842846,1.049374039,5.148471183,2.186172874,0.975875103,1.426974967,1.449450409,2.389687247,2.534131036,5.080699637,3.734794073,4.823058653,2.032345075
5351,3,2.125325539,2.227939588,1.948556527,1.205743303,1.364021715,0.944738235,1.346025444,1.443975094,1.407233846,1.518034286,1.962091371,1.586583846,1.35699878,4.578711994,4.997281714,1.007943599,0.776538108,1.071551276,2.239375521,2.325352897,3.64327186,2.402925716,2.604876273,2.010796135
5352,3,1.948987682,2.18992438,1.313451618,1.866343215,1.197794488,0.864239102,1.122327782,1.253850445,2.0037973,1.837065467,1.044271717,1.114934993,1.475680149,4.85578274,5.096117562,0.881520243,0.961151014,0.88944128,2.481075476,2.313450162,2.355724004,3.789657597,2.449314154,2.503439714
5353,3,2.308099046,2.123584286,2.073165834,1.319291916,1.058205344,1.347151664,1.175085971,1.262061161,0.920127816,1.900945055,0.980104774,0.906005739,1.154745918,5.074214879,5.179303066,1.02744265,0.750719847,0.724482115,2.114198051,2.699622633,2.577075267,4.815535534,2.031070296,2.20668302
5354,3,2.583337822,2.032892398,1.331215777,1.397902841,1.171139133,1.205600875,1.330203542,1.239884788,1.737481495,1.753882283,0.804292452,0.604629382,0.96680851,5.156266918,0.90847893,0.91697925,0.913259935,0.901832679,2.765161623,4.416948188,2.440136356,4.828833908,2.685490595,2.289903472
5355,3,2.092885427,2.416805263,1.827072588,1.267217913,0.934922471,1.408396654,1.094011495,1.200482828,1.120590578,1.785956862,1.035133051,1.285427473,0.69563053,4.934625208,1.246157506,0.876692026,2.300812597,1.161402592,2.823431421,5.000649011,2.210800265,2.430714376,2.5894502,2.491356424
5356,3,1.784098753,2.344363353,1.308956167,1.266620978,0.967532806,1.040214838,1.345582442,1.79360724,1.906844229,0.941990139,1.122558554,0.697013508,1.195869545,1.084515529,0.806460141,1.133273626,2.113978163,0.978268329,2.364705137,4.997102554,2.444624979,5.015741678,2.519201527,2.503734792
5357,3,1.991083357,2.791804458,1.76684704,1.53479292,1.131532879,1.07268072,1.129067205,1.471646822,2.012880737,1.58544575,0.610839527,0.809589085,0.869109949,4.887096444,0.855195282,5.001995229,2.456119139,0.98440578,2.351378222,2.50891557,2.54623664,2.582086855,2.301819775,2.326859425
5358,3,2.137181194,1.799418288,1.522469388,1.610653765,1.046400836,1.041806714,1.16288747,1.460604916,1.446766143,1.615347929,0.963236125,1.055491364,1.124474471,4.807035554,1.092795761,5.207939372,2.26197265,0.912720092,23.17922852,2.523881168,2.553120023,2.845044557,2.345550251,2.787190139
5359,3,2.144709159,1.539189011,1.90007561,1.099102162,1.235791619,1.43521935,1.298617778,0.981957416,1.862025392,1.729425011,0.794646945,0.780712256,1.080260336,5.096123513,1.179403233,4.950828041,0.760140543,1.264364901,2.554405349,2.47822202,2.844045666,4.684420305,2.375648403,2.48623344
5360,3,1.350778055,1.729255141,1.678884291,1.516406217,1.187985689,1.309174466,1.378862043,1.554503841,1.468161543,1.075867134,1.272498848,0.793658694,1.072308747,5.049117632,1.191043347,1.382149231,0.575311457,0.776639371,1.943955013,5.169189694,2.303128317,2.596461786,2.468381422,2.566797098
5361,3,2.753992108,1.709352179,2.109744779,1.575431907,1.504075928,1.121460659,0.895440819,1.621083416,1.431666593,0.825942548,0.800442438,0.892247564,5.149889837,4.898503741,0.991211022,1.120949496,1.077606483,2.665257797,2.653642396,5.08550957,2.535929804,2.65166646,2.434588029,2.341177718
5362,2,2.608314548,2.291945832,1.517988756,1.040755531,1.172890109,0.996171643,1.630974865,0.912651983,1.799534933,0.643040068,0.810348166,1.219534699,4.785279818,5.139498492,0.991772113,1.299820547,0.911280727,2.568855417,2.387154892,4.004843293,2.383841893,2.290599591,2.724660808,2.659165913
5363,2,2.574443812,2.025407161,1.275103237,1.07659497,1.22968557,1.675294124,1.480014532,1.177539547,3.778406092,0.973000322,0.734351836,0.774624887,5.106075521,4.494334214,0.826480867,0.825632223,1.023032812,2.721267225,4.05362188,3.852526468,2.866083774,2.642381319,2.625934534,2.628424279
5364,2,2.511152716,1.516908923,1.345430821,1.189914217,1.713510086,1.33511634,1.185321288,1.202456218,1.611080687,1.004486746,0.677405745,0.934160766,1.154162165,4.814822886,1.036902482,1.062593918,0.98226632,4.935561381,4.795322287,3.663048659,2.595049526,2.705620187,2.694427188,2.707155746
5365,2,1.821208096,1.761108372,1.58250339,1.212113033,1.092131075,1.390717996,1.484811378,1.83715144,3.524031632,0.725554052,0.657894625,0.981274802,5.083647611,0.843950383,5.053101829,5.041788206,0.674004537,4.794103492,4.356571415,3.622400214,2.234103202,2.771858732,2.628353474,2.657722262
5366,2,1.591957788,1.639192534,1.383051732,1.05301529,1.350305074,0.992867984,1.79828552,1.486891862,1.693312908,0.820908225,0.648414631,0.928167029,4.88803546,0.956686838,4.768538503,4.065125051,0.832672627,4.86121671,4.408137255,3.697681123,2.570686235,2.476607192,2.926781221,2.612627034
5367,2,1.862184644,1.728103895,1.248709747,1.396962935,1.183180761,1.154053273,1.022446159,1.681991079,1.288375137,0.73843801,0.710150186,0.684088455,5.037687552,0.809501966,4.919203279,0.912850974,1.203568346,4.925556681,4.520759695,3.558139183,2.453548853,2.727359531,3.050829231,2.976982589
5368,2,1.586070983,2.164407123,1.749243277,1.494532451,1.358538405,1.40429945,1.517562062,1.678992546,1.762110531,0.939686326,0.946733521,0.633413198,4.985679032,0.592373071,5.053052451,0.884500763,0.507525482,0.936503685,4.331733301,3.88317915,3.133170354,2.491017348,2.872433033,2.674608406
5369,2,2.088138894,1.511556785,1.363124673,1.246497919,1.238432031,1.411092032,1.592577774,1.241349385,1.922694703,1.03477919,0.966597316,0.614674513,4.872741304,1.314367043,1.1574329,4.316991462,1.128214933,4.699788316,4.902145127,3.877557441,2.8528505,2.654832044,2.675169235,2.347349772
